,
"Update Embed code Success.","Update Embed code Success."
"Clear Authorization Success","Clear Authorization Success"
"Get Access Token Success","Get Access Token Success"
"Get Access Token Error","Get Access Token Error"
"Update View Success","Update View Success"
"Update File Success","Update File Success"
